sra_accession,site_name,date,n_reads_profiled,total_read_pairs,n_reads_classified_1_clade_non_rrna,n_reads_classified_1_clade_rrna,n_reads_unclassified_0_clade_non_rrna,n_reads_unclassified_0_clade_rrna,n_reads_root_direct_1_non_rrna,n_reads_root_direct_1_rrna,rrna_fraction,n_reads_cellular_organisms_131567_clade_non_rrna,n_reads_cellular_organisms_131567_clade_rrna,n_reads_cellular_organisms_131567_direct_non_rrna,n_reads_cellular_organisms_131567_direct_rrna,n_reads_bacteria_2_clade_non_rrna,n_reads_bacteria_2_clade_rrna,n_reads_archaea_2157_clade_non_rrna,n_reads_archaea_2157_clade_rrna,n_reads_eukaryota_2759_clade_non_rrna,n_reads_eukaryota_2759_clade_rrna,n_reads_viruses_10239_clade_non_rrna,n_reads_viruses_10239_clade_rrna,n_reads_unclassified_entries_2787823_clade_non_rrna,n_reads_unclassified_entries_2787823_clade_rrna,n_reads_other_entries_2787854_clade_non_rrna,n_reads_other_entries_2787854_clade_rrna,n_reads_pmmov_12239_clade_non_rrna,n_reads_tobamovirus_12234_clade_non_rrna,n_reads_tbrv_12275_clade_non_rrna,n_reads_tobrfv_3432872_clade_non_rrna,n_reads_tmv_3432892_clade_non_rrna,n_reads_cgmmv_3432895_clade_non_rrna,fraction_classified_1_clade_non_rrna,fraction_classified_1_clade_rrna,fraction_unclassified_0_clade_non_rrna,fraction_unclassified_0_clade_rrna,fraction_root_direct_1_non_rrna,fraction_root_direct_1_rrna,fraction_cellular_organisms_131567_clade_non_rrna,fraction_cellular_organisms_131567_clade_rrna,fraction_cellular_organisms_131567_direct_non_rrna,fraction_cellular_organisms_131567_direct_rrna,fraction_bacteria_2_clade_non_rrna,fraction_bacteria_2_clade_rrna,fraction_archaea_2157_clade_non_rrna,fraction_archaea_2157_clade_rrna,fraction_eukaryota_2759_clade_non_rrna,fraction_eukaryota_2759_clade_rrna,fraction_viruses_10239_clade_non_rrna,fraction_viruses_10239_clade_rrna,fraction_unclassified_entries_2787823_clade_non_rrna,fraction_unclassified_entries_2787823_clade_rrna,fraction_other_entries_2787854_clade_non_rrna,fraction_other_entries_2787854_clade_rrna,fraction_pmmov_12239_clade_non_rrna,fraction_tobamovirus_12234_clade_non_rrna,fraction_tbrv_12275_clade_non_rrna,fraction_tobrfv_3432872_clade_non_rrna,fraction_tmv_3432892_clade_non_rrna,fraction_cgmmv_3432895_clade_non_rrna
SAMN54705870,"Southern California, CA",2025-05-14,7978218,815158806,208926,7048902,714308,6082,185,39,0.8842807419290561,155574,7048551,333,877,154006,7046120,493,1044,742,510,53167,312,0,0,0,0,1969,32375,0,25062,169,3317,0.026187044456112,0.8835184162005427,0.0895322136148316,0.0007623257285135,2.3188526383234983e-05,4.888418385421861e-06,0.0194998453588686,0.8834744212661403,4.173867251139099e-05,0.0001099244568705,0.0193033109723126,0.8831697172473707,6.179271179479443e-05,0.0001308559165312,9.300300224982816e-05,6.392364536774995e-05,0.0066640105708601,3.91065160170227e-05,0.0,0.0,0.0,0.0,0.0002467967366478,0.0040579165539186,0.0,0.0031412984178625,2.1182526439884657e-05,0.0004157558752857
SAMN54705871,"Southern California, CA",2025-05-18,7976772,958828189,231686,7149459,587976,7651,111,61,0.8972439186078431,177324,7149192,334,1029,175815,7146613,407,917,768,633,54251,206,0,0,0,0,2088,37357,0,27574,319,5352,0.0290450780176216,0.8962847601730876,0.0737110033745352,0.0009591584347555,1.3915191700878138e-05,7.647368351326994e-06,0.0222300448088138,0.8962512884974415,4.1870478218377005e-05,0.0001289979815061,0.0220408721064147,0.8959279774335355,5.1022459834720235e-05,0.0001149578655374,9.627976434598668e-05,7.935521686245063e-05,0.0068011180171068,2.5824307294714765e-05,0.0,0.0,0.0,0.0,0.0002617610632987,0.0046832206948966,0.0,0.003456783368119,3.999106534802524e-05,0.0006709484724969
SAMN54705872,"Southern California, CA",2025-05-21,7974001,892982296,671358,4739596,2543651,19396,630,58,0.5968136540809148,543022,4739120,1446,2572,537438,4731983,1753,2614,2385,1951,127706,418,0,0,0,0,3594,70772,0,54537,448,8510,0.0841933754115836,0.5943812483901538,0.3189929705075015,0.0024324056907609,7.900751117255854e-05,7.273566320127088e-06,0.0680990776435225,0.594321554363062,0.0001813397503951,0.0003225486904048,0.0673988006388628,0.5934265205342081,0.0002198402603598,0.0003278152637065,0.0002990969939046,0.0002446698747425,0.0160152902568886,5.242046077170026e-05,0.0,0.0,0.0,0.0,0.0004507140964387,0.0088753386908976,0.0,0.0068393505844676,5.618224303365636e-05,0.0010672164112171
SAMN54705873,"Southern California, CA",2025-05-25,7975856,1120338600,551998,6566897,841831,15130,187,67,0.8252439919371513,461808,6566057,594,2065,459160,6560163,847,2409,1207,1420,90003,773,0,0,0,0,2834,63949,1,47166,592,10373,0.0692086309939488,0.8233470153295952,0.1055473770688998,0.001896976607556,2.344540305974071e-05,8.400299615808008e-06,0.0579007602456033,0.8232416980081161,7.447507993292624e-05,0.000258905416569,0.0575687566412251,0.8225027203844427,0.0001061961326301,0.0003020356705097,0.0001513323918151,0.0001780365365944,0.0112844253452857,9.691702186331858e-05,0.0,0.0,0.0,0.0,0.0003553208847639,0.0080178184599796,1.2538304520309548e-07,0.0059135978132369,7.422437595870616e-05,0.0013005471859931
SAMN54705874,"Southern California, CA",2025-05-28,7956816,1097564373,313291,6632562,1001164,9799,243,69,0.8348015322425448,210331,6631818,572,1784,207384,6627223,797,1656,1578,1155,102717,675,0,0,0,0,3801,69813,1,49737,899,11711,0.0393738955662073,0.8335700127664041,0.1258245721912477,0.0012315194761408,3.053973902213853e-05,8.672088163657652e-06,0.0264340724480135,0.8334765076252081,7.189002767485503e-05,0.00022421074668,0.026063695191219,0.8328990124345779,0.0001001661120893,0.0002081258610634,0.0001983211170302,0.0001451585828866,0.0129092833791717,8.483305303218206e-05,0.0,0.0,0.0,0.0,0.0004777022201682,0.008773973944955,1.2565832395922236e-07,0.0062508615694786,0.0001129857379826,0.001471815048829
SAMN54705875,"Southern California, CA",2025-06-01,7957747,970511026,733473,3882739,3308326,33209,681,108,0.492092821027379,471491,3881584,2369,5487,461805,3866651,2882,5148,4435,4298,261301,1047,0,0,0,0,8888,182055,0,126647,2416,35009,0.092170909759394,0.4879196492385413,0.4157362692132268,0.0041731717888377,8.557738867531617e-05,1.357146863681378e-05,0.0592492984648331,0.4877745086394849,0.000297696548081,0.0006895156890088,0.058032121358674,0.4858979757672091,0.0003621614908338,0.0006469182907777,0.0005573190672441,0.0005400988924892,0.0328360339058856,0.0001315691304196,0.0,0.0,0.0,0.0,0.001116900058647,0.0228777016010116,0.0,0.0159149276496288,0.0003036033364514,0.0043993585270303
SAMN54705876,"Southern California, CA",2025-06-04,7963026,1204139496,262938,6888516,801403,10169,145,82,0.8663397056810601,165427,6888166,444,1602,163260,6883249,713,2153,1010,1162,97366,268,0,0,0,0,3681,68572,0,47275,994,13221,0.0330198334894594,0.8650626730790576,0.1006404608294804,0.0012770326020024,1.8209068785375505e-05,1.0297435523675738e-05,0.0207743840672382,0.8650187204122077,5.575800839168052e-05,0.0002011760596635,0.0205022517330213,0.8644012411882993,8.9539262643315e-05,0.0002703762097801,0.0001268350631819,0.0001459269544647,0.0122272403534357,3.3655231326300836e-05,0.0,0.0,0.0,0.0,0.0004622601169113,0.0086112828701045,0.0,0.0059367989765009,0.0001248275747021,0.00166029691474
SAMN54705877,"Southern California, CA",2025-06-08,7963274,1450260226,882750,2838967,4205344,36213,944,108,0.3610551777964232,504460,2837664,2991,6948,492186,2819689,3228,5224,6055,5803,377346,1195,0,0,0,0,14356,268030,0,180421,3731,55963,0.1108526481422113,0.3565076762759755,0.5280921740613653,0.0045475015204476,0.0001185438818273,1.356146941590434e-05,0.0633483517500809,0.3563440522027472,0.0003755975977702,0.0008725027563355,0.0618070248193404,0.3540868162226516,0.0004053609235175,0.0006560140652553,0.0007603684094526,0.0007287191585047,0.047385752510303,0.0001500626038124,0.0,0.0,0.0,0.0,0.001802781594932,0.0336582490320588,0.0,0.0226566191701697,0.0004685237078407,0.007027636918643
SAMN54705878,"Southern California, CA",2025-06-11,7973567,1552377529,228761,7196946,541716,6144,94,71,0.9033712500808516,159695,7195861,326,1164,157872,7192545,496,1441,1001,711,68972,1014,0,0,0,0,2242,47191,0,30066,588,12194,0.0286899222918678,0.9026007016961672,0.0679388276272804,0.0007705483846845,1.1789647284274149e-05,8.90386376679131e-06,0.0200280603443221,0.9024646282934238,4.0885229251172386e-05,0.0001459825791899,0.0197994299857224,0.9020487551103732,6.220510834353624e-05,0.0001807213628995,0.000125540021005,8.916924096111483e-05,0.0086500723002614,0.0001271695389766,0.0,0.0,0.0,0.0,0.0002811782464762,0.0059184181842862,0.0,0.0037706934926504,7.374374394143993e-05,0.0015293064030014
SAMN54705879,"Southern California, CA",2025-06-15,7977309,1439912053,642072,5166808,2143952,24477,400,102,0.6507567326258554,468775,5164647,1387,3614,462733,5154212,1986,4032,2669,2789,172897,2059,0,0,0,0,5353,125118,0,78994,1064,34557,0.0804872277334898,0.6476884038525674,0.2687560396406547,0.003068328773288,5.014057815811636e-05,1.2786091627777396e-05,0.0587635355228615,0.6474175163537974,0.0001738656351314,0.000453034080774,0.0580061467354904,0.6461094334595724,0.0002489549081363,0.0005054299839878,0.0003345682441032,0.0003496188294632,0.0216735516324701,0.000258101407142,0.0,0.0,0.0,0.0,0.0006710270627018,0.0156842120236983,0.0,0.0099023166490215,0.0001333782018816,0.0043319115872466
SAMN54705880,"Southern California, CA",2025-06-18,7974998,1643359502,541386,5373353,2043769,16490,377,128,0.6758431687551052,307096,5371025,1258,4013,300953,5359976,1643,3891,3242,3145,233913,2200,0,0,0,0,8581,180976,1,111856,1024,51619,0.0678852963749783,0.6737754560856883,0.2562715348699165,0.0020677126694168,4.7271150108711534e-05,1.6050733992888506e-05,0.0385073711877877,0.6734835453358154,0.0001577423130432,0.0005032046931385,0.0377370942999201,0.6720980696774632,0.0002060159291461,0.0004879072875097,0.0004065186456781,0.0003943636777038,0.0293306540370818,0.00027586001588,0.0,0.0,0.0,0.0,0.0010759840396767,0.0226928131696464,1.254017873265944e-07,0.0140257521806716,0.0001284009611382,0.0064725946843199
SAMN54705881,"Southern California, CA",2025-06-22,7980739,1636810013,677237,4875766,2356259,71477,494,788,0.6198983780557615,463750,4858791,1832,11903,455018,4836856,2279,5344,4621,4688,212993,16187,0,0,0,0,6300,161152,1,108467,654,39616,0.0848588913677951,0.6109421740406584,0.2952427305764433,0.0089562040151031,6.190065269761125e-05,9.873847278580076e-05,0.0581086943125063,0.6088151792347587,0.0002295524448465,0.0014914725292295,0.0570145539533342,0.606066678569207,0.0002855678590391,0.0006696115889896,0.0005790200552863,0.0005874165473325,0.0266882964025911,0.0020282563331138,0.0,0.0,0.0,0.0,0.0007893951030518,0.020192545187861,1.2531667523832725e-07,0.0135910487685355,8.19480653617701e-05,0.0049639379392399
SAMN54705882,"Southern California, CA",2025-06-25,7965814,1295096772,380969,6247097,1326128,11620,278,157,0.7856972428480309,226117,6244710,838,2303,222461,6237585,1193,2853,1625,1969,154574,2230,0,0,0,0,5747,121586,0,81830,464,28123,0.0478254701241885,0.7842385064425635,0.1664772870277805,0.0014587364054673,3.4898971886659656e-05,1.9708907290594293e-05,0.0283859279625327,0.783938852742976,0.0001052007542084,0.0002891123540947,0.0279269657203079,0.7830444023434435,0.0001497643476545,0.0003581549328299,0.0002039971403617,0.0002471831126078,0.019404643189769,0.0002799447922969,0.0,0.0,0.0,0.0,0.0007214536583802,0.0152634518631797,0.0,0.0102726347661817,5.8248413679151713e-05,0.0035304572339203
SAMN54705883,"Southern California, CA",2025-06-29,7965313,1199931403,784459,3184051,3975061,21742,819,97,0.4024689757440568,481024,3182498,2292,3644,472063,3170111,2680,5245,3989,3498,302615,1456,0,0,1,0,10666,208043,1,139898,778,46339,0.0984844151781315,0.3997394025211364,0.4990466090778116,0.0027295732229204,0.0001028190741819,1.217806764670947e-05,0.0603898718808111,0.3995444312781538,0.0002877502322309,0.0004574834881303,0.05926486610946,0.3979893197797503,0.0003364598773766,0.000658480368729,0.0005007956617434,0.0004391476415441,0.0379915987290682,0.0001827931753359,0.0,0.0,1.254940701541971e-07,0.0,0.0013390587232107,0.0261186306969758,1.2553099611356038e-07,0.0175634051559,9.767290497226676e-05,0.005817610166357
SAMN54705884,"Southern California, CA",2025-07-02,7947856,978455717,272742,6646431,1021670,7013,260,87,0.8371361311748866,165137,6644144,663,2097,162224,6638657,793,1755,1457,1635,107345,2200,0,0,0,0,3785,81378,1,53719,267,19649,0.0343165096029822,0.8362537677013413,0.128547359222131,0.0008823634735453,3.271595367343985e-05,1.0949783881077688e-05,0.0207777295478827,0.8359660218678435,8.340962787805951e-05,0.0002638498775981,0.0204111980871252,0.8352756533753858,9.978684606884471e-05,0.0002208196202981,0.0001833349868106,0.0002056989945614,0.013506064101426,0.0002767960496168,0.0,0.0,0.0,0.0,0.0004762362512669,0.0102389131602564,1.256901646943366e-07,0.0067588348456518,3.359191024602734e-05,0.002472245976042
SAMN54705885,"Southern California, CA",2025-07-06,7946282,945162710,811589,3316518,3790374,27801,804,118,0.4208644328860075,454863,3313077,2855,7010,443709,3293675,2941,6405,5358,5987,355922,3323,0,0,0,0,11231,277674,0,195786,898,57503,0.102134464626572,0.4173657766952979,0.4770011024874204,0.0034986561907095,0.0001011863530473,1.4847065480225346e-05,0.0572423973544852,0.4169327501489944,0.0003592915900873,0.0008821808761042,0.05583874106224,0.4144910788079805,0.0003700817994117,0.0008060749729247,0.0006742829027461,0.0007534154919849,0.0447908809190394,0.0004181794808233,0.0,0.0,0.0,0.0,0.0014134252944333,0.0349437157866362,0.0,0.0246384901416203,0.0001130064631738,0.0072364705830296
SAMN54705886,"Southern California, CA",2025-07-09,7952196,939856403,303850,6165016,1475362,7968,378,126,0.7762618529690029,209329,6163463,803,1717,206174,6159155,908,1397,1444,1194,94143,1427,0,0,0,0,3190,65078,0,45360,296,12780,0.038209531240942,0.7752598749440811,0.185528615790055,0.0010019780249218,4.753452110254412e-05,1.5845094924637722e-05,0.0263234406215306,0.7750645877620044,0.0001009784037452,0.0002159131809505,0.0259266959832405,0.7745228478843487,0.0001141810059793,0.0001756797894564,0.0001815852285655,0.0001501469072486,0.0118385560983088,0.000179442087152,0.0,0.0,0.0,0.0,0.0004011377929359,0.00818360641364,0.0,0.0057040519935888,3.722206416804702e-05,0.0016071049105298
SAMN54705887,"Southern California, CA",2025-07-13,7951524,999222043,333722,6371931,1234783,11088,305,97,0.8027418342855728,246577,6370474,579,1978,242885,6365666,741,1506,2372,1324,86840,1360,0,0,0,0,2687,58133,1,40679,290,11456,0.041969560806622,0.8013473831854655,0.1552886049078052,0.0013944511001072,3.8356787780623134e-05,1.219821288660332e-05,0.031010051745219,0.8011641550214534,7.2817524834201e-05,0.0002487537631089,0.0305457347718855,0.8005594891394052,9.318906623363376e-05,0.0001894018581268,0.0002983103822657,0.0001665102608124,0.0109211522736223,0.0001710299511254,0.0,0.0,0.0,0.0,0.0003379122436584,0.0073109111862877,1.2573062063651884e-07,0.0051158642691642,3.6472252700286714e-05,0.0014407370775798
SAMN54705888,"Southern California, CA",2025-07-16,7952344,985415918,496030,6222761,1227230,6323,657,83,0.783302449565817,435660,6221871,555,1272,432453,6218452,609,1127,2043,1020,59713,807,0,0,0,0,1940,34476,0,24163,183,5990,0.0623749935721014,0.7825073510404893,0.1543225568620815,0.0007950985253276,8.261914382385998e-05,1.043830411056564e-05,0.0547835786606712,0.7823954365490049,6.979001966126076e-05,0.0001599489899308,0.0543803122541994,0.7819655081449957,7.658020845685408e-05,0.0001417175903066,0.0002568961783536,0.0001282618237718,0.0075087957676064,0.0001014761873737,0.0,0.0,0.0,0.0,0.0002439607577861,0.0043353028428643,0.0,0.0030384595768466,2.3011702590836337e-05,0.0007532270027466
SAMN54705889,"Southern California, CA",2025-07-20,7913036,779958907,449664,6078725,1368780,15867,276,137,0.7701970369305823,345850,6076103,802,3013,341907,6068618,897,2288,2244,2184,103538,2485,0,0,0,0,3391,67581,0,49147,499,10263,0.056825711633079,0.7681918254847162,0.1729772514363386,0.002005211445866,3.487544100864388e-05,1.7311340440433437e-05,0.0437063566088802,0.7678604879533835,0.0001013459335974,0.0003807772522152,0.0432080707412648,0.7669145863605324,0.0001133504340278,0.0002891284983618,0.0002835894999902,0.0002759958422738,0.0130844795831901,0.0003140261908923,0.0,0.0,0.0,0.0,0.0004285360320268,0.0085404767893375,0.0,0.0062109177513271,6.306964965409898e-05,0.0012969656034785
SAMN54705890,"Southern California, CA",2025-07-23,7978727,838164478,160267,6910544,902919,4997,244,49,0.8667475658730792,104719,6910007,399,778,102641,6907644,592,955,1087,630,55304,488,0,0,0,0,3008,39259,0,24480,395,8275,0.0200867789174399,0.8661212769631967,0.1131656552094808,0.0006262889098825,3.058169591678376e-05,6.141304447512723e-06,0.0131247676319079,0.8660539726688091,5.000876623449176e-05,9.750957082361792e-05,0.0128643243860368,0.8657578092224385,7.419666800307138e-05,0.000119693954468,0.0001362378116335,7.895992107901959e-05,0.0069314295896152,6.116298994011268e-05,0.0,0.0,0.0,0.0,0.0003770029753739,0.0049204596520067,0.0,0.0030681575483816,4.950703485845106e-05,0.0010371335415716
SAMN54705891,"Southern California, CA",2025-07-27,7967241,817899543,91252,7613244,255772,6973,54,63,0.956443733666722,57337,7612489,94,900,56609,7610336,152,543,482,710,33861,692,0,0,0,0,1151,17229,0,10388,193,4162,0.0114534134218371,0.9555685230240726,0.032102852911441,0.0008752106426492,6.777832057269911e-06,7.907262501960785e-06,0.0071966146826587,0.9554737616817134,1.179846257977106e-05,0.0001129622989043,0.0071052401920535,0.955203532082032,1.9078770020849867e-05,6.81545150606917e-05,6.049725800463813e-05,8.91127857163004e-05,0.0042500209071211,8.685407985719844e-05,0.0,0.0,0.0,0.0,0.0001444666392814,0.0021624706188315,0.0,0.0013038341636287,2.4223346621653284e-05,0.0005223855928701
SAMN54705892,"Southern California, CA",2025-07-30,7962514,846749729,48451,7780165,132324,1574,30,38,0.9772967685200816,33840,7779775,55,415,33508,7778941,98,262,179,157,14581,352,0,0,0,0,776,11073,0,6154,123,3113,0.0060848836771503,0.977099090793736,0.0166183478027678,0.0001976777263456,3.767801149552372e-06,4.77269841070846e-06,0.0042499133954038,0.9770501115124458,6.907515672231866e-06,5.211800784445338e-05,0.0042082180713898,0.976945372643854,1.2307623627619767e-05,3.290310148864044e-05,2.248018471412478e-05,1.971775925869164e-05,0.0018312024805969,4.420658287947783e-05,0.0,0.0,0.0,0.0,9.745656842292984e-05,0.0013906412995367,0.0,0.000772870386935,1.54475242328486e-05,0.0003909578605362
SAMN54705893,"Southern California, CA",2025-08-03,7973049,904577696,130688,7468969,369584,3808,76,68,0.9372546963697598,99808,7468101,190,850,98895,7466355,221,447,502,449,30804,800,0,0,0,0,1127,21359,0,12676,223,5643,0.0163912270372695,0.9367770834032916,0.0463540765929707,0.0004776129664682,9.53197589503256e-06,8.529118504344181e-06,0.0125181912903714,0.9366682167659296,2.383034147287136e-05,0.0001066092697751,0.0124036794421682,0.936449229679836,2.7718363785342055e-05,5.606245280981031e-05,6.296314294505903e-05,5.631536350851893e-05,0.0038635037710029,0.0001003375188576,0.0,0.0,0.0,0.0,0.0001413500061411,0.0026788876723719,0.0,0.0015898470347262,2.796985914637728e-05,0.000707756523785
SAMN54705894,"Southern California, CA",2025-08-06,7947793,836220550,506196,5081117,2338464,22016,564,194,0.6420820430313443,304606,5079220,1413,3678,298285,5068678,1933,3528,2975,3336,201026,1703,0,0,0,0,11154,154252,0,92465,1905,36330,0.0636901050893264,0.6393119604262272,0.2942278518793293,0.002770082605117,7.096414262727237e-05,2.440990223021864e-05,0.0383258661409686,0.6390732780346656,0.000177785841428,0.0004627690196186,0.0375305538998178,0.637746879681317,0.000243211739304,0.0004438930299165,0.0003743146604185,0.0004197363038133,0.0252932748057305,0.0002142724893314,0.0,0.0,0.0,0.0,0.0014034084291873,0.0194081318524575,0.0,0.0116340366509169,0.000239690819255,0.0045710648978968
SAMN54705895,"Southern California, CA",2025-08-10,7950842,909438343,499403,5547597,1872153,31689,447,146,0.7017228403347577,354559,5546150,1332,4359,349660,5536090,1286,2129,2281,3572,144397,1301,0,0,0,0,7082,103464,0,61572,1346,24617,0.0628113271039928,0.6977372337017351,0.2354658325612494,0.0039856066330224,5.6220724535123365e-05,1.8362389278349557e-05,0.0445938956551014,0.6975552428127905,0.0001675303008766,0.0005482482726408,0.0439777386235921,0.6962899662890389,0.0001617422320675,0.0002677666136777,0.0002868844985651,0.0004492616374328,0.0181612107243562,0.0001636284996663,0.0,0.0,0.0,0.0,0.0008907208172931,0.0130129526315089,0.0,0.0077440908205678,0.0001692886672421,0.0030961393163341
SAMN54705896,"Southern California, CA",2025-08-13,7961048,972200120,48540,7759611,138723,14174,43,50,0.9764776243362092,37590,7759229,89,3689,37216,7751728,109,358,176,3454,10907,332,0,0,0,0,584,8082,0,4602,103,2063,0.0060971756395108,0.9746972100584446,0.0174252000242798,0.0017804142777648,5.401627079668864e-06,6.280176629862828e-06,0.0047217361613929,0.9746492277239291,1.1180061014014838e-05,0.0004633852935789,0.0046747551271397,0.9737070088219776,1.369216562162862e-05,4.497103814012703e-05,2.210880761751483e-05,0.0004338625702323,0.0013700378510381,4.170215788543906e-05,0.0,0.0,0.0,0.0,7.335643632783636e-05,0.0010151893569385,0.0,0.000578063368713,1.2937885044856862e-05,0.0002591360928578
SAMN54705897,"Southern California, CA",2025-08-17,7961495,926189116,73652,7542249,342375,3219,101,70,0.9477451491028188,54165,7541765,188,795,53360,7540220,235,371,382,379,19386,414,0,0,0,0,1068,12919,0,6997,186,3386,0.0092510282317192,0.9473408270030936,0.0430038226654619,0.000404322099725,1.268635033591234e-05,8.791765109882695e-06,0.0068033812051927,0.9472800350171444,2.3614526449055076e-05,9.985558894954576e-05,0.006702270355797,0.947085976377284,2.951685639157969e-05,4.659982544207937e-05,4.7979466555132496e-05,4.7603225468631475e-05,0.0024349606761905,5.200022083953917e-05,0.0,0.0,0.0,0.0,0.0001341439075679,0.0016226828145351,0.0,0.0008788561303118,2.3361093535924447e-05,0.0004252968416928
SAMN54705898,"Southern California, CA",2025-08-20,7972021,996805703,94903,7447877,426058,3183,96,54,0.9346513446525448,72152,7447447,167,648,71416,7445802,275,651,294,346,22655,376,0,0,0,0,1127,15985,0,8508,264,4544,0.0119045020913521,0.93425207164489,0.0534441532561029,0.0003992730076548,1.204153895527928e-05,6.774102677713147e-06,0.0090506612957271,0.9341981321217911,2.094810633844438e-05,8.128602790007341e-05,0.008958338500572,0.933991783707613,3.449597916185513e-05,8.166095205398326e-05,3.6878709654766065e-05,4.340143422393445e-05,0.0028417992566698,4.716542042127805e-05,0.0,0.0,0.0,0.0,0.0001413690866452,0.0020051299359825,0.0,0.0010672256829724,3.311578302001272e-05,0.0005699935262033
